bond_lengths,bond_angles,torsions,rings,mol_name,source_file
0.5833333333333334,0.375,0.5,0.0,RDKit          3D,3li4_A_rec_2gvv_di9_lig_tt_min_0.sdf
0.6153846153846154,0.7222222222222222,,0.0,RDKit          3D,2azy_A_rec_2azy_chd_lig_tt_docked_0.sdf
0.6153846153846154,0.375,0.5,0.0,RDKit          3D,4q8b_B_rec_4q8b_sxx_lig_tt_min_0.sdf
0.631578947368421,0.6296296296296297,0.5,0.3333333333333333,RDKit          3D,5q0k_A_rec_5q0q_9ld_lig_tt_docked_0.sdf
0.5294117647058824,0.5217391304347826,0.4444444444444444,0.0,RDKit          3D,3af2_A_rec_3af4_gcp_lig_tt_min_0.sdf
0.7333333333333333,0.631578947368421,0.0,0.0,RDKit          3D,4f1m_A_rec_4f1m_acp_lig_tt_min_0.sdf
0.5,0.5714285714285714,0.0,,RDKit          3D,3gs6_A_rec_2oxn_oan_lig_tt_docked_4.sdf
0.3333333333333333,0.5,0.0,,RDKit          3D,14gs_A_rec_20gs_cbd_lig_tt_min_0.sdf
0.5555555555555556,0.4,,,RDKit          3D,5b08_A_rec_5b09_4mx_lig_tt_min_0.sdf
0.3,0.23076923076923078,1.0,1.0,RDKit          3D,1djy_A_rec_1djz_ip2_lig_tt_min_0.sdf
0.6666666666666666,0.46153846153846156,,,RDKit          3D,1r1h_A_rec_1r1h_bir_lig_tt_docked_1.sdf
0.6428571428571429,0.6428571428571429,0.5,0.0,RDKit          3D,1phk_A_rec_1phk_atp_lig_tt_min_0.sdf
0.6153846153846154,0.8235294117647058,,0.0,RDKit          3D,4aua_A_rec_4aua_4au_lig_it2_tt_docked_7.sdf
0.75,0.7272727272727273,0.0,0.0,RDKit          3D,4g3d_B_rec_4idv_13v_lig_tt_min_0.sdf
0.8,0.6842105263157895,,0.0,RDKit          3D,2f2c_B_rec_1xo2_fse_lig_tt_min_0.sdf
0.8823529411764706,0.34782608695652173,0.6153846153846154,0.0,RDKit          3D,5bur_A_rec_5x8f_amp_lig_tt_docked_7.sdf
0.5,0.2857142857142857,,0.0,RDKit          3D,1afs_A_rec_1afs_tes_lig_tt_min_0.sdf
0.5625,0.47368421052631576,0.5384615384615384,0.0,RDKit          3D,2rma_A_rec_3rdd_ea4_lig_tt_docked_0.sdf
0.782608695652174,0.7619047619047619,0.0,0.3333333333333333,RDKit          3D,4yhj_A_rec_4yhj_an2_lig_tt_min_0.sdf
0.7142857142857143,0.25,,,RDKit          3D,1rs9_A_rec_1dmk_itu_lig_tt_min_0.sdf
0.5454545454545454,0.8571428571428571,1.0,,RDKit          3D,2e24_A_rec_1j0n_ceg_lig_tt_docked_14.sdf
0.5384615384615384,0.6666666666666666,0.0,0.0,RDKit          3D,5l1v_A_rec_5l1v_7pf_lig_tt_docked_0.sdf
0.5714285714285714,0.631578947368421,0.75,0.0,RDKit          3D,3v4t_A_rec_4e7f_udp_lig_tt_min_0.sdf
0.2222222222222222,0.3,0.6666666666666666,0.0,RDKit          3D,1h0i_A_rec_1e6z_ngo_lig_it2_tt_docked_15.sdf
0.6,0.75,,,RDKit          3D,1umd_B_rec_1umb_tdp_lig_tt_docked_1.sdf
0.7272727272727273,0.5625,,0.0,RDKit          3D,1dxo_C_rec_1gg5_e09_lig_tt_min_0.sdf
0.6666666666666666,0.6666666666666666,,,RDKit          3D,3ej8_A_rec_2nsi_itu_lig_tt_min_0.sdf
0.7333333333333333,0.5294117647058824,0.4,0.0,RDKit          3D,4rv4_A_rec_4rv4_prp_lig_tt_docked_2.sdf
0.9,0.6153846153846154,,0.0,RDKit          3D,2rhy_A_rec_2rhy_mlz_lig_tt_min_0.sdf
0.5,0.55,0.5,0.5,RDKit          3D,5w2g_A_rec_5w2i_adp_lig_tt_min_0.sdf
1.0,0.7857142857142857,0.0,0.0,RDKit          3D,4bel_A_rec_2ewy_dbo_lig_tt_min_0.sdf
0.6153846153846154,0.6666666666666666,0.2,1.0,RDKit          3D,3hy9_B_rec_3hyg_099_lig_tt_min_0.sdf
1.0,0.5714285714285714,,1.0,RDKit          3D,1k9t_A_rec_2wlz_dio_lig_tt_min_0.sdf
0.4375,0.45454545454545453,1.0,0.0,RDKit          3D,5d7n_D_rec_4jt9_1ns_lig_tt_min_0.sdf
0.375,0.5714285714285714,0.0,,RDKit          3D,2zen_A_rec_2afx_1bn_lig_tt_docked_7.sdf
0.16666666666666666,1.0,,,RDKit          3D,1jn2_P_rec_1val_png_lig_tt_docked_11.sdf
0.6363636363636364,0.6666666666666666,,0.5,RDKit          3D,3l3n_A_rec_2iux_nxa_lig_tt_docked_2.sdf
0.75,0.6956521739130435,0.6666666666666666,0.0,RDKit          3D,3g51_A_rec_3g51_anp_lig_tt_min_0.sdf
0.7647058823529411,0.6111111111111112,0.4,,RDKit          3D,3u5y_B_rec_3u57_dh8_lig_tt_min_0.sdf
0.5833333333333334,0.2647058823529412,0.5833333333333334,0.0,RDKit          3D,4ja8_B_rec_4ja8_1k9_lig_tt_docked_0.sdf
0.35714285714285715,0.5,1.0,0.0,RDKit          3D,3kc1_A_rec_3kc1_2t6_lig_tt_min_0.sdf
0.7,0.7692307692307693,1.0,0.0,RDKit          3D,3tym_A_rec_3n5v_xfh_lig_tt_min_0.sdf
0.3333333333333333,0.11764705882352941,1.0,0.0,RDKit          3D,5mgl_A_rec_5mgl_7mu_lig_tt_min_0.sdf
0.6666666666666666,0.6363636363636364,,0.0,RDKit          3D,2jjg_A_rec_2jjg_plp_lig_tt_min_0.sdf
0.7333333333333333,0.7,0.0,0.0,RDKit          3D,4iwq_A_rec_4jlc_su6_lig_tt_min_0.sdf
0.7142857142857143,0.375,0.0,0.0,RDKit          3D,3chc_B_rec_3ch9_xrg_lig_tt_min_0.sdf
0.5384615384615384,0.7058823529411765,,0.0,RDKit          3D,5tjn_A_rec_1zj1_nlc_lig_tt_docked_4.sdf
0.6,0.0,,,RDKit          3D,4tqr_A_rec_2xca_doc_lig_tt_min_0.sdf
0.9047619047619048,0.7857142857142857,1.0,0.0,RDKit          3D,4tos_A_rec_4tos_355_lig_tt_min_0.sdf
0.5789473684210527,0.5,1.0,0.0,RDKit          3D,3dzh_A_rec_3u4i_cvr_lig_tt_docked_0.sdf
0.5,0.5,0.1111111111111111,,RDKit          3D,1e8h_A_rec_1e8h_adp_lig_tt_min_0.sdf
0.46153846153846156,0.6875,0.0,0.0,RDKit          3D,4qlk_A_rec_4qlk_ctt_lig_tt_docked_0.sdf
0.2857142857142857,0.5,0.5,,RDKit          3D,5mma_A_rec_4ztf_x2p_lig_tt_min_0.sdf
0.6470588235294118,0.7272727272727273,,0.0,RDKit          3D,4xli_B_rec_4xli_1n1_lig_tt_min_0.sdf
0.8,0.4166666666666667,1.0,0.0,RDKit          3D,1ai4_A_rec_1ai5_mnp_lig_tt_docked_0.sdf
0.8333333333333334,0.75,0.5,0.0,RDKit          3D,1gg5_A_rec_1kbo_340_lig_tt_min_0.sdf
0.6428571428571429,0.5,0.5,0.0,RDKit          3D,3pdh_A_rec_4buz_ocz_lig_tt_min_0.sdf
0.7272727272727273,0.9,0.6666666666666666,,RDKit          3D,2z3h_A_rec_1wn6_bst_lig_tt_docked_3.sdf
0.7272727272727273,0.4,1.0,0.0,RDKit          3D,2pc8_A_rec_1eqc_cts_lig_tt_docked_6.sdf
0.6470588235294118,0.6521739130434783,0.2,0.5,RDKit          3D,4d7o_A_rec_3n5z_xfm_lig_tt_min_0.sdf
0.6666666666666666,0.5789473684210527,0.5,0.0,RDKit          3D,4keu_A_rec_4ket_pg4_lig_tt_min_0.sdf
0.4444444444444444,0.2,1.0,0.0,RDKit          3D,2cy0_A_rec_2d5c_skm_lig_tt_min_0.sdf
